oracle-run: started_at=2026-05-09T02:28:41+02:00
oracle-run: root=/home/t4ce/REPOS/TRUEOS
oracle-run: out_dir=/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland
oracle-run: render_nodes=total 0;lrwxrwxrwx 1 root root  8 May  7 23:32 pci-0000:00:02.0-card -> ../card1;lrwxrwxrwx 1 root root 13 May  7 23:32 pci-0000:00:02.0-render -> ../renderD128;lrwxrwxrwx 1 root root  8 May  7 23:32 pci-0000:01:00.0-card -> ../card2;lrwxrwxrwx 1 root root  8 May  7 23:31 pci-0000:01:00.0-platform-simple-framebuffer.0-card -> ../card0;lrwxrwxrwx 1 root root 13 May  7 23:32 pci-0000:01:00.0-render -> ../renderD129;
oracle-run: lspci=00:02.0 Display controller [0380]: Intel Corporation Raptor Lake-S GT1 [UHD Graphics 770] [8086:a780] (rev 04)
/home/t4ce/REPOS/TRUEOS/tools/intel_userland_oracle/sentinel.comp
oracle-run: build_ok=1
oracle-run: env MESA_VK_DEVICE_SELECT=8086:a780
oracle-run: env VK_LOADER_DRIVERS_SELECT=*intel*
oracle-run: env TRUEOS_ORACLE_VK_DEVICE_ID=0xA780
oracle-run: env TRUEOS_ORACLE_MAX_DUMP_BYTES=0
oracle-run: env TRUEOS_ORACLE_TRACE_STACKS=1
oracle-run: env TRUEOS_ORACLE_STACK_DEPTH=64
oracle-run: env TRUEOS_ORACLE_TRACE_SNAPSHOTS=1
oracle-run: env TRUEOS_ORACLE_REQUIRE_HW=0
oracle-run: hw_mmio=attempt-sudo-noninteractive
sudo-rs: interactive authentication is required
oracle-run: hw_mmio_sampler_unavailable reason=sudo-noninteractive-failed log=/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/hw_mmio_log.txt
trace seq=216 t_ns=97003467458453 ioctl-exit fd=4 request=0xC0106479 name=DRM_IOCTL_I915_QUERY ret=0 errno=0
trace seq=217 t_ns=97003467558939 stack tag=close pid=700153 tid=700154 depth=11
trace-stack seq=217 tag=close frame=0 pc=0x7859510025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(+0x25f0) [0x7859510025f0]"
trace-stack seq=217 tag=close frame=1 pc=0x785951002e9a symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(close+0x8a) [0x785951002e9a]"
trace-stack seq=217 tag=close frame=2 pc=0x78594e3f436f symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3f436f) [0x78594e3f436f]"
trace-stack seq=217 tag=close frame=3 pc=0x78594e3fecba symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fecba) [0x78594e3fecba]"
trace-stack seq=217 tag=close frame=4 pc=0x78594e3ff507 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3ff507) [0x78594e3ff507]"
trace-stack seq=217 tag=close frame=5 pc=0x785950ca94a4 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa94a4) [0x785950ca94a4]"
trace-stack seq=217 tag=close frame=6 pc=0x785950ca9519 symbol="/lib/x86_64-linux-gnu/libc.so.6(pthread_once+0x19) [0x785950ca9519]"
trace-stack seq=217 tag=close frame=7 pc=0x78594e3fd28d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fd28d) [0x78594e3fd28d]"
trace-stack seq=217 tag=close frame=8 pc=0x78594e41734c symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x41734c) [0x78594e41734c]"
trace-stack seq=217 tag=close frame=9 pc=0x785950ca3d64 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa3d64) [0x785950ca3d64]"
trace-stack seq=217 tag=close frame=10 pc=0x785950d373fc symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x1373fc) [0x785950d373fc]"
trace seq=218 t_ns=97003467579693 stack tag=ioctl-exit pid=700153 tid=700153 depth=17
trace-stack seq=218 tag=ioctl-exit frame=0 pc=0x7859510025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(+0x25f0) [0x7859510025f0]"
trace-stack seq=218 tag=ioctl-exit frame=1 pc=0x785951003982 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(ioctl+0x3c2) [0x785951003982]"
trace-stack seq=218 tag=ioctl-exit frame=2 pc=0x78594e6560d5 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x6560d5) [0x78594e6560d5]"
trace-stack seq=218 tag=ioctl-exit frame=3 pc=0x78594e44a735 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x44a735) [0x78594e44a735]"
trace-stack seq=218 tag=ioctl-exit frame=4 pc=0x78594e089e40 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x89e40) [0x78594e089e40]"
trace-stack seq=218 tag=ioctl-exit frame=5 pc=0x78594e08bdac symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x8bdac) [0x78594e08bdac]"
trace-stack seq=218 tag=ioctl-exit frame=6 pc=0x78594e3e08e4 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e08e4) [0x78594e3e08e4]"
trace-stack seq=218 tag=ioctl-exit frame=7 pc=0x78594e3e0a02 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e0a02) [0x78594e3e0a02]"
trace-stack seq=218 tag=ioctl-exit frame=8 pc=0x78594e3e1592 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e1592) [0x78594e3e1592]"
trace-stack seq=218 tag=ioctl-exit frame=9 pc=0x785950fa5e78 symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x36e78) [0x785950fa5e78]"
trace seq=219 t_ns=97003467581442 open64 fd=5 flags=0x0 path="/sys/devices/system/cpu/cpu4/cpu_capacity"
trace-stack seq=218 tag=ioctl-exit frame=10 pc=0x785950fa66df symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x376df) [0x785950fa66df]"
trace-stack seq=218 tag=ioctl-exit frame=11 pc=0x785950b18e33 symbol="/lib/x86_64-linux-gnu/libVkLayer_MESA_device_select.so(+0x4e33) [0x785950b18e33]"
trace-stack seq=218 tag=ioctl-exit frame=12 pc=0x785950fad828 symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkEnumeratePhysicalDevices+0x98) [0x785950fad828]"
trace-stack seq=218 tag=ioctl-exit frame=13 pc=0x572600e6b93b symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/vk_compute_sentinel(main+0x19b) [0x572600e6b93b]"
trace-stack seq=218 tag=ioctl-exit frame=14 pc=0x785950c2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x785950c2a575]"
trace-stack seq=218 tag=ioctl-exit frame=15 pc=0x785950c2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x785950c2a628]"
trace-stack seq=218 tag=ioctl-exit frame=16 pc=0x572600e6c7e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/vk_compute_sentinel(_start+0x25) [0x572600e6c7e5]"
trace seq=220 t_ns=97003467604497 ioctl-enter fd=4 path="/dev/dri/renderD128" request=0xC0186474 name=DRM_IOCTL_I915_GEM_CONTEXT_GETPARAM arg=0x7ffd6839e1e0
trace seq=221 t_ns=97003467708224 stack tag=open64 pid=700153 tid=700154 depth=11
trace-stack seq=221 tag=open64 frame=0 pc=0x7859510025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(+0x25f0) [0x7859510025f0]"
trace-stack seq=221 tag=open64 frame=1 pc=0x785951002bdd symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(open64+0xed) [0x785951002bdd]"
trace-stack seq=221 tag=open64 frame=2 pc=0x78594e3f41f5 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3f41f5) [0x78594e3f41f5]"
trace-stack seq=221 tag=open64 frame=3 pc=0x78594e3fecba symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fecba) [0x78594e3fecba]"
trace-stack seq=221 tag=open64 frame=4 pc=0x78594e3ff507 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3ff507) [0x78594e3ff507]"
trace-stack seq=221 tag=open64 frame=5 pc=0x785950ca94a4 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa94a4) [0x785950ca94a4]"
trace-stack seq=221 tag=open64 frame=6 pc=0x785950ca9519 symbol="/lib/x86_64-linux-gnu/libc.so.6(pthread_once+0x19) [0x785950ca9519]"
trace-stack seq=221 tag=open64 frame=7 pc=0x78594e3fd28d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fd28d) [0x78594e3fd28d]"
trace-stack seq=221 tag=open64 frame=8 pc=0x78594e41734c symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x41734c) [0x78594e41734c]"
trace-stack seq=221 tag=open64 frame=9 pc=0x785950ca3d64 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa3d64) [0x785950ca3d64]"
trace-stack seq=221 tag=open64 frame=10 pc=0x785950d373fc symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x1373fc) [0x785950d373fc]"
trace seq=222 t_ns=97003467729468 close fd=5 path="/sys/devices/system/cpu/cpu4/cpu_capacity"
trace seq=223 t_ns=97003467760288 stack tag=ioctl-enter pid=700153 tid=700153 depth=17
trace-stack seq=223 tag=ioctl-enter frame=0 pc=0x7859510025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(+0x25f0) [0x7859510025f0]"
trace-stack seq=223 tag=ioctl-enter frame=1 pc=0x7859510038bc symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(ioctl+0x2fc) [0x7859510038bc]"
trace-stack seq=223 tag=ioctl-enter frame=2 pc=0x78594e656171 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x656171) [0x78594e656171]"
trace-stack seq=223 tag=ioctl-enter frame=3 pc=0x78594e44a735 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x44a735) [0x78594e44a735]"
trace-stack seq=223 tag=ioctl-enter frame=4 pc=0x78594e089e40 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x89e40) [0x78594e089e40]"
trace-stack seq=223 tag=ioctl-enter frame=5 pc=0x78594e08bdac symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x8bdac) [0x78594e08bdac]"
trace-stack seq=223 tag=ioctl-enter frame=6 pc=0x78594e3e08e4 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e08e4) [0x78594e3e08e4]"
trace-stack seq=223 tag=ioctl-enter frame=7 pc=0x78594e3e0a02 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e0a02) [0x78594e3e0a02]"
trace-stack seq=223 tag=ioctl-enter frame=8 pc=0x78594e3e1592 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e1592) [0x78594e3e1592]"
trace-stack seq=223 tag=ioctl-enter frame=9 pc=0x785950fa5e78 symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x36e78) [0x785950fa5e78]"
trace-stack seq=223 tag=ioctl-enter frame=10 pc=0x785950fa66df symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x376df) [0x785950fa66df]"
trace-stack seq=223 tag=ioctl-enter frame=11 pc=0x785950b18e33 symbol="/lib/x86_64-linux-gnu/libVkLayer_MESA_device_select.so(+0x4e33) [0x785950b18e33]"
trace-stack seq=223 tag=ioctl-enter frame=12 pc=0x785950fad828 symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkEnumeratePhysicalDevices+0x98) [0x785950fad828]"
trace-stack seq=223 tag=ioctl-enter frame=13 pc=0x572600e6b93b symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/vk_compute_sentinel(main+0x19b) [0x572600e6b93b]"
trace-stack seq=223 tag=ioctl-enter frame=14 pc=0x785950c2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x785950c2a575]"
trace-stack seq=223 tag=ioctl-enter frame=15 pc=0x785950c2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x785950c2a628]"
trace-stack seq=223 tag=ioctl-enter frame=16 pc=0x572600e6c7e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/vk_compute_sentinel(_start+0x25) [0x572600e6c7e5]"
trace seq=224 t_ns=97003467779272 ioctl-exit fd=4 request=0xC0186474 name=DRM_IOCTL_I915_GEM_CONTEXT_GETPARAM ret=0 errno=0
trace seq=225 t_ns=97003467862963 stack tag=close pid=700153 tid=700154 depth=11
trace-stack seq=225 tag=close frame=0 pc=0x7859510025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(+0x25f0) [0x7859510025f0]"
trace-stack seq=225 tag=close frame=1 pc=0x785951002e9a symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(close+0x8a) [0x785951002e9a]"
trace-stack seq=225 tag=close frame=2 pc=0x78594e3f436f symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3f436f) [0x78594e3f436f]"
trace-stack seq=225 tag=close frame=3 pc=0x78594e3fecba symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fecba) [0x78594e3fecba]"
trace-stack seq=225 tag=close frame=4 pc=0x78594e3ff507 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3ff507) [0x78594e3ff507]"
trace-stack seq=225 tag=close frame=5 pc=0x785950ca94a4 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa94a4) [0x785950ca94a4]"
trace-stack seq=225 tag=close frame=6 pc=0x785950ca9519 symbol="/lib/x86_64-linux-gnu/libc.so.6(pthread_once+0x19) [0x785950ca9519]"
trace-stack seq=225 tag=close frame=7 pc=0x78594e3fd28d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fd28d) [0x78594e3fd28d]"
trace-stack seq=225 tag=close frame=8 pc=0x78594e41734c symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x41734c) [0x78594e41734c]"
trace-stack seq=225 tag=close frame=9 pc=0x785950ca3d64 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa3d64) [0x785950ca3d64]"
trace-stack seq=225 tag=close frame=10 pc=0x785950d373fc symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x1373fc) [0x785950d373fc]"
trace seq=226 t_ns=97003467889839 open64 fd=5 flags=0x0 path="/sys/devices/system/cpu/cpu5/cpu_capacity"
trace seq=227 t_ns=97003467896349 stack tag=ioctl-exit pid=700153 tid=700153 depth=17
trace-stack seq=227 tag=ioctl-exit frame=0 pc=0x7859510025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(+0x25f0) [0x7859510025f0]"
trace-stack seq=227 tag=ioctl-exit frame=1 pc=0x785951003982 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(ioctl+0x3c2) [0x785951003982]"
trace-stack seq=227 tag=ioctl-exit frame=2 pc=0x78594e656171 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x656171) [0x78594e656171]"
trace-stack seq=227 tag=ioctl-exit frame=3 pc=0x78594e44a735 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x44a735) [0x78594e44a735]"
trace-stack seq=227 tag=ioctl-exit frame=4 pc=0x78594e089e40 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x89e40) [0x78594e089e40]"
trace-stack seq=227 tag=ioctl-exit frame=5 pc=0x78594e08bdac symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x8bdac) [0x78594e08bdac]"
trace-stack seq=227 tag=ioctl-exit frame=6 pc=0x78594e3e08e4 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e08e4) [0x78594e3e08e4]"
trace-stack seq=227 tag=ioctl-exit frame=7 pc=0x78594e3e0a02 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e0a02) [0x78594e3e0a02]"
trace-stack seq=227 tag=ioctl-exit frame=8 pc=0x78594e3e1592 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e1592) [0x78594e3e1592]"
trace-stack seq=227 tag=ioctl-exit frame=9 pc=0x785950fa5e78 symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x36e78) [0x785950fa5e78]"
trace-stack seq=227 tag=ioctl-exit frame=10 pc=0x785950fa66df symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x376df) [0x785950fa66df]"
trace-stack seq=227 tag=ioctl-exit frame=11 pc=0x785950b18e33 symbol="/lib/x86_64-linux-gnu/libVkLayer_MESA_device_select.so(+0x4e33) [0x785950b18e33]"
trace-stack seq=227 tag=ioctl-exit frame=12 pc=0x785950fad828 symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkEnumeratePhysicalDevices+0x98) [0x785950fad828]"
trace-stack seq=227 tag=ioctl-exit frame=13 pc=0x572600e6b93b symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/vk_compute_sentinel(main+0x19b) [0x572600e6b93b]"
trace-stack seq=227 tag=ioctl-exit frame=14 pc=0x785950c2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x785950c2a575]"
trace-stack seq=227 tag=ioctl-exit frame=15 pc=0x785950c2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x785950c2a628]"
trace-stack seq=227 tag=ioctl-exit frame=16 pc=0x572600e6c7e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/vk_compute_sentinel(_start+0x25) [0x572600e6c7e5]"
trace seq=228 t_ns=97003467921749 open64 fd=6 flags=0x0 path="/proc/sys/dev/i915/perf_stream_paranoid"
trace seq=229 t_ns=97003468009097 stack tag=open64 pid=700153 tid=700154 depth=11
trace-stack seq=229 tag=open64 frame=0 pc=0x7859510025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(+0x25f0) [0x7859510025f0]"
trace-stack seq=229 tag=open64 frame=1 pc=0x785951002bdd symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(open64+0xed) [0x785951002bdd]"
trace-stack seq=229 tag=open64 frame=2 pc=0x78594e3f41f5 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3f41f5) [0x78594e3f41f5]"
trace-stack seq=229 tag=open64 frame=3 pc=0x78594e3fecba symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fecba) [0x78594e3fecba]"
trace-stack seq=229 tag=open64 frame=4 pc=0x78594e3ff507 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3ff507) [0x78594e3ff507]"
trace-stack seq=229 tag=open64 frame=5 pc=0x785950ca94a4 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa94a4) [0x785950ca94a4]"
trace-stack seq=229 tag=open64 frame=6 pc=0x785950ca9519 symbol="/lib/x86_64-linux-gnu/libc.so.6(pthread_once+0x19) [0x785950ca9519]"
trace-stack seq=229 tag=open64 frame=7 pc=0x78594e3fd28d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fd28d) [0x78594e3fd28d]"
trace-stack seq=229 tag=open64 frame=8 pc=0x78594e41734c symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x41734c) [0x78594e41734c]"
trace-stack seq=229 tag=open64 frame=9 pc=0x785950ca3d64 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa3d64) [0x785950ca3d64]"
trace-stack seq=229 tag=open64 frame=10 pc=0x785950d373fc symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x1373fc) [0x785950d373fc]"
trace seq=230 t_ns=97003468031586 close fd=5 path="/sys/devices/system/cpu/cpu5/cpu_capacity"
trace seq=231 t_ns=97003468033790 stack tag=open64 pid=700153 tid=700153 depth=18
trace-stack seq=231 tag=open64 frame=0 pc=0x7859510025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(+0x25f0) [0x7859510025f0]"
trace-stack seq=231 tag=open64 frame=1 pc=0x785951002bdd symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(open64+0xed) [0x785951002bdd]"
trace-stack seq=231 tag=open64 frame=2 pc=0x78594e656e1a symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x656e1a) [0x78594e656e1a]"
trace-stack seq=231 tag=open64 frame=3 pc=0x78594e65622c symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x65622c) [0x78594e65622c]"
trace-stack seq=231 tag=open64 frame=4 pc=0x78594e44a735 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x44a735) [0x78594e44a735]"
trace-stack seq=231 tag=open64 frame=5 pc=0x78594e089e40 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x89e40) [0x78594e089e40]"
trace-stack seq=231 tag=open64 frame=6 pc=0x78594e08bdac symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x8bdac) [0x78594e08bdac]"
trace-stack seq=231 tag=open64 frame=7 pc=0x78594e3e08e4 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e08e4) [0x78594e3e08e4]"
trace-stack seq=231 tag=open64 frame=8 pc=0x78594e3e0a02 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e0a02) [0x78594e3e0a02]"
trace-stack seq=231 tag=open64 frame=9 pc=0x78594e3e1592 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e1592) [0x78594e3e1592]"
trace-stack seq=231 tag=open64 frame=10 pc=0x785950fa5e78 symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x36e78) [0x785950fa5e78]"
trace-stack seq=231 tag=open64 frame=11 pc=0x785950fa66df symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x376df) [0x785950fa66df]"
trace-stack seq=231 tag=open64 frame=12 pc=0x785950b18e33 symbol="/lib/x86_64-linux-gnu/libVkLayer_MESA_device_select.so(+0x4e33) [0x785950b18e33]"
trace-stack seq=231 tag=open64 frame=13 pc=0x785950fad828 symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkEnumeratePhysicalDevices+0x98) [0x785950fad828]"
trace-stack seq=231 tag=open64 frame=14 pc=0x572600e6b93b symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/vk_compute_sentinel(main+0x19b) [0x572600e6b93b]"
trace-stack seq=231 tag=open64 frame=15 pc=0x785950c2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x785950c2a575]"
trace-stack seq=231 tag=open64 frame=16 pc=0x785950c2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x785950c2a628]"
trace-stack seq=231 tag=open64 frame=17 pc=0x572600e6c7e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/vk_compute_sentinel(_start+0x25) [0x572600e6c7e5]"
trace seq=232 t_ns=97003468051848 close fd=6 path="/proc/sys/dev/i915/perf_stream_paranoid"
trace seq=233 t_ns=97003468145993 stack tag=close pid=700153 tid=700154 depth=11
trace-stack seq=233 tag=close frame=0 pc=0x7859510025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(+0x25f0) [0x7859510025f0]"
trace-stack seq=233 tag=close frame=1 pc=0x785951002e9a symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(close+0x8a) [0x785951002e9a]"
trace-stack seq=233 tag=close frame=2 pc=0x78594e3f436f symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3f436f) [0x78594e3f436f]"
trace-stack seq=233 tag=close frame=3 pc=0x78594e3fecba symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fecba) [0x78594e3fecba]"
trace-stack seq=233 tag=close frame=4 pc=0x78594e3ff507 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3ff507) [0x78594e3ff507]"
trace-stack seq=233 tag=close frame=5 pc=0x785950ca94a4 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa94a4) [0x785950ca94a4]"
trace-stack seq=233 tag=close frame=6 pc=0x785950ca9519 symbol="/lib/x86_64-linux-gnu/libc.so.6(pthread_once+0x19) [0x785950ca9519]"
trace-stack seq=233 tag=close frame=7 pc=0x78594e3fd28d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fd28d) [0x78594e3fd28d]"
trace-stack seq=233 tag=close frame=8 pc=0x78594e41734c symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x41734c) [0x78594e41734c]"
trace-stack seq=233 tag=close frame=9 pc=0x785950ca3d64 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa3d64) [0x785950ca3d64]"
trace-stack seq=233 tag=close frame=10 pc=0x785950d373fc symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x1373fc) [0x785950d373fc]"
trace seq=234 t_ns=97003468171787 open64 fd=5 flags=0x0 path="/sys/devices/system/cpu/cpu6/cpu_capacity"
trace seq=235 t_ns=97003468201578 stack tag=close pid=700153 tid=700153 depth=18
trace-stack seq=235 tag=close frame=0 pc=0x7859510025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(+0x25f0) [0x7859510025f0]"
trace-stack seq=235 tag=close frame=1 pc=0x785951002e9a symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/smoke-userland/build/libtrueos_ioctl_trace.so(close+0x8a) [0x785951002e9a]"
trace-stack seq=235 tag=close frame=2 pc=0x78594e656e53 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x656e53) [0x78594e656e53]"
trace-stack seq=235 tag=close frame=3 pc=0x78594e65622c symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x65622c) [0x78594e65622c]"
trace-stack seq=235 tag=close frame=4 pc=0x78594e44a735 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x44a735) [0x78594e44a735]"
